Timestamp,Provincie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020 14:42:15,Noord-Brabant,Bladzijde,Giraffe,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijtje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgavetje,Kribbetje,Heggetje,La,Alge,Chocolade,Sjabloon,Eind,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/9/2020 15:16:16,Noord-Brabant,Bladzijde,Giraffe,Krab,Synagoge,Molecuul,Opgave,Krib,Heg,Bladzijdetje,Girafje,Krabbetje,Synagogetje,Molecuultje,Opgavetje,Kribbetje,Hegje,La,Alge,Chocola,Sjabloon,Einde,Kou,Roe,Tree,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Popje,Kipje,Weggetje
4/9/2020 18:25:17,Limburg,Bladzijde,Giraf,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijtje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgavetje,Kribje,Hegje,La,Alge,Chocola,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Rugje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/9/2020 18:39:00,Limburg,Bladzijde,Giraf,Krab,Synagoge,Molecule,Opgave,Kribbe,Heg,Bladzijdetje,Girafje,Krabje,Synagoogje,Molecuultje,Opgaafje,Kribje,Hegje,La,Alg,Chocolade,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Brugje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Wegje
4/9/2020 18:59:09,Limburg,Bladzijde,Giraf,Krab,Synagoog,Molecuul,Opgave,Krib,Heg,Bladzijdetje,Girafje,Krabje,Synagoogje,Moleculetje,Opgavetje,Kribbetje,Heggetje,La,Alg,Chocola,Sjabloon,Einde,Kou,Roe,Tree,Urn,Biggetje,Bruggetje,Rugje,Vlaggetje,Poppetje,Kippetje,Wegje
4/9/2020 19:09:32,Noord-Holland,Bladzijde,Giraf,Krab,Synagoog,Molecuul,Opgave,Krib,Heg,Bladzijdetje,Girafje,Krabje,Synagoogje,Molecuultje,Opgavetje,Kribje,Hegje,La,Alg,Chocolade,Sjabloon,Eind,Koude,Roe,Trede,Urn,Biggetje,Bruggetje,Rugje,Vlaggetje,Popje,Kippetje,Weggetje
4/9/2020 19:18:45,Noord-Brabant,Bladzijde,Giraf,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijtje,Girafje,Krabbetje,Synagoogje,Moleculetje,Opgavetje,Kribbetje,Hegje,Lade,Alg,Chocolade,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:30:09,Utrecht,Bladzijde,Giraffe,Krab,Synagoog,Molecuul,Opgaaf,Kribbe,Heg,Bladzijdetje,Giraffetje,Krabje,Synagoogje,Molecuultje,Opgaafje,Kribbetje,Hegje,Lade,Alg,Chocolade,Sjabloon,Einde,Kou,Roede,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:30:27,Utrecht,Bladzijde,Giraf,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijtje,Girafje,Krabje,Synagoogje,Molecuultje,Opgavetje,Kribbetje,Heggetje,Lade,Alg,Chocola,Sjabloon,Einde,Kou,Roede,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:30:28,Utrecht,Bladzijde,Giraf,Krab,Synagoog,Molecuul,Opgave,Kribbe,Heg,Bladzijdetje,Giraffetje,Krabbetje,Synagoogje,Molecuultje,Opgaafje,Kribbetje,Heggetje,La,Alg,Chocola,Sjabloon,Eind,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:32:37,Utrecht,Bladzijde,Giraffe,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijdetje,Girafje,Krabbetje,Synagogetje,Molecuultje,Opgavetje,Kribbetje,Hegje,La,Alg,Chocolade,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:43:32,Utrecht,Bladzijde,Giraffe,Krab,Synagoge,Molecule,Opgave,Kribbe,Heg,Bladzijtje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgavetje,Kribbetje,Heggetje,La,Alge,Chocola,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:47:09,Utrecht,Bladzijde,Giraf,Krab,Synagoge,Molecuul,Opgave,Krib,Heg,Bladzijtje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgaafje,Kribbetje,Hegje,Lade,Alg,Chocola,Sjabloon,Einde,Kou,Roe,Trede,Urn,Bigje,Bruggetje,Rugje,Vlaggetje,Poppetje,Kipje,Weggetje
4/10/2020 10:49:48,Utrecht,Bladzijde,Giraffe,Krab,Synagoge,Molecule,Opgave,Kribbe,Heg,Bladzijdetje,Girafje,Krabbetje,Synagogetje,Molecuultje,Opgavetje,Kribbetje,Hegje,La,Alg,Chocolade,Sjabloon,Einde,Kou,Roe,Tree,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:51:26,Utrecht,Bladzijde,Giraffe,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijdetje,Girafje,Krabbetje,Synagogetje,Molecuultje,Opgavetje,Kribbetje,Heggetje,La,Alg,Chocolade,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 10:57:48,Utrecht,Bladzijde,Giraf,Krab,Synagoge,Molecuul,Opgave,Kribbe,Heg,Bladzijdetje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgavetje,Kribbetje,Heggetje,La,Alg,Chocola,Sjabloon,Einde,Kou,Roe,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
4/10/2020 11:18:42,Utrecht,Bladzijde,Giraffe,Krab,Synagoog,Molecule,Opgave,Krib,Heg,Bladzijdetje,Girafje,Krabbetje,Synagoogje,Molecuultje,Opgavetje,Kribje,Hegje,Lade,Alg,Chocolade,Sjabloon,Einde,Kou,Roede,Trede,Urn,Biggetje,Bruggetje,Ruggetje,Vlaggetje,Poppetje,Kippetje,Weggetje
